foodId,Title,Category,Ingredients,Total_Ingredients,Steps,Total_Steps,Loves
2795,thai sun egg inspired from webtoon lazy cooking ,telur,"telur ayam , nasi putih , sejumput garam , sejumput lada , daun bawang , suka , minyak goreng",6,"1) Kocok telur bersama garam dan lada bubuk sampai berbusa.
2) Tambahkan nasi lalu daun bawang, aduk sampai tercampur rata.
3) Panaskan minyak, masukkan adonan telur, ratakan.
4) Balik jika bagian bawah sudah keemasan. Pastikan matang seluruhnya. Angkat dan letakkan di atas piring datar. Tambahkan saus sambal, saus tomat, dan BonCabe jika suka.
5) Kalau mau lebih enak, bisa ditambah sosis, daging ayam atau kornet di atasnya seperti topping pizza.",5,12
2796,telur tumis kecap,telur,"telur ayam , bawmerah , bawputih , cabai merah , cabai rawit , tomat merah , kecap manis , kecap asin , merica",9,"1) Goreng telur ayam (diceplok) kemudian sisihkan
2) Tumis bumbu iris dengan sedikit minyak kemudian tunggu harum
3) Masukkan telur dan kecap manis+kecap asin+merica
4) Masak hingga kecap meresap pada telur
5) Angkat dan sajikan dengan nasi hangat",5,12
2799,tempe kriuk telur,tempe,"seiris tempe , cincang lembut , telur , kocok lepas , tepung beras , kaldu jamur , air",5,"1) Larutkan kaldu jamur dg sedikit air,
2) Masukkan tepung beras, telur kocok, tambah air
3) Masukkan tempe,
4) Adonan agak encer agar saat digoreng bisa garing. Selamat mencoba",4,12
2804,tempe keripik ayam kfc,tempe,"tempe bulat , tepung bumbu crispy pake sajiku golden crispy , tepung beras putih , air dingin air es , garam asin",5,"1) Potong tipis tempe, jangan terlalu tebal nanti gak renyah
2) Siapkan wadah, mix tepung crispy dan tepung beras putih 2:1 (tepung crispy:tepung beras) tambahkan air secukupnya jangan terlalu encer dan jangan terlalu kental. Jika rasanya kurang asin tambahkan garam ya
3) Siapkan wajan dan panaskan minyak goreng. Jika sudah panas masukan tempe kedalam adonan dan langsung di goreng tempenya satu-satu
4) Bolak balik ya biar gak gosong, jika warna sudah kecoklatan angkat deh, lalu tiriskan
5) Sajian tempe kripik rasa ayam, bisa di santap langsung atau buat temen makan  selamat mencoba",5,12
2806,tahu tauco cabe ijo,tahu,"tauco , ptg tahu , cabe ijo keriting , bawang merah , bawang putih , daun salam , daun jeruk , serai , geprek , lengkuas , geprek , gula",10,"1) Potong2 tahu, goreng setengah matang
2) Tumis bawang sampai wangi tambah irisan cabe dan bumbu lainnya
3) Masukkan tauco, tambahkan air, gula, masak hingga kuah sedikit menyusut, koreksi rasa
4) Tauco ini sangat asin, peras airnya utk kurangkan rasa asin",4,12
2811,nila bumbu kuning si,ikan,"nila , labu siam wortel parut , daun salam , tomat buang bijinya , jahe , bumbu halus , biji bawang putih , biji bawang merah , kunyit , garam",10,"1) Tumis bumbu halus dengan margarin tambahkan daun salam dan tomat.
2) Tumis hingga harum. Masukkan parutan labu sian & tambahkan air secukupnya
3) Masukkan nila dan masak hingga matang.
4) Siap dihidangkan bersama nasi hangat",4,12
2818,fuyung hai tahu,tahu,"tahu putih , batang wortel serut , telor , batang daun bawang , gula , lada , garam , saus , bawang bombai , saus tomat",10,"1) Kocok lepas telor, beri garam dan lada. Masukkan tahu yang sudah dihancurkan dan wortel yang sudah diserut dan potongan daun bawang. Aduk rata.
2) Ambil pan teflon atau snack maker beri sedikit margarine. Masukkan kira-kira 2 sendok makan adonan. Biarkan sebentar hingga matang lalu balik. Angkat.
3) Kupas bawang bombai, potong dan tumis dengan sedikit margarine. Tambahkan air, saus tomat, gula, garam dan lada. Tes rasa. Angkat.
4) Sajikan fuyung hai dan saus asam manisnya. Selamat makan",4,12
2819,galantin sapi goreng,sapi,"daging sapi , giling , tepung roti , telur , bumbu halus , bawang putih , merica bubuk , pala , gula , garam",9,"1) Campur semua bahan hingga rata
2) Gulung dalam daun pisang
3) Kukus hingga matang (cek dengan ditusuk, tidak bergerindil)
4) Potong - potong
5) Simpan dalam freezer atau langsung diolah.",5,12
2824,mini bread with beef pastrami bekal anak,sapi,"roti burger mini loyang muffin , beef pastrami daging asap sosis ayam fillet , mayonaise , saus tomat , keju parut",5,"1) Letakkan roti pada loyang, pipihkan. Oles dengan Mayonaise, taruh Beef Pastrami, oles saus tomat dan taburi keju parut. Masak di dalam oven sampai keju meleleh.",1,12
2835,sup tetelan ikan salmon,ikan,"tetelan ikan salmon , bawang putih , tomat ijo , air minyak , royco ayam",5,"1) Cuci bersih salmon,potong potong sesuai selera,
2) Potong tomat
3) Cincang halus bawang putih,
4) Tumis bawang putih dengan sedikit minyak,sampai harum.
5) Tambahkan air secukupnya,tunggu mendidih.masukkan salmon dan tomat.beri royco ayam dan sedikit garam.siap disajikan.",5,12
2840,bakso ayam tepung,ayam,"ayam fillet beku , putih , bawang putih , telur ayam , garam merica",5,"1) Blender semua bahan hingga lembut.
2) Rebus air (tidak sampai mendidih tidak apa apa)
3) Bentuk bulat bakso dengan sendok. Masukkan kedalam rebusan air hingga mengapung. Angkat.",3,12
2842,martabak tahu cornet,tahu,"tahu putih , batang daun bawang , wortel diiris , kornet pronas , telur ayam , lada , royco garam , kulit lumpia",7,"1) Hancurkan tahu lalu tambahkan irisan daun bawang, irisan wortel, telur, kornet, lada, royco dan garam aduk rata kemudian tes rasa nya
2) Tumis isi lumpia sampai matang, setelah itu ambil selembar kulit lumpia dan isi dengan tumisan lumpia, lipat kulit nya dengan usapkan putih telur agar lebih merekat saat dilipat, lakukan sampai kulit lumpia dan isian habis
3) Goreng kulit lumpia yg telah d isi dalam minyak panas sampai matang
4) Sajikan dengan cabai rawit",5,11
2846,baso tempe,tempe,"papan tempe , bawang putih , bawang goreng , tepung kanji tapioka , tepung terigu , es batu , putih telur , garam , gula , merica",8,"1) Kukus tempe sekitar 10 menit
2) Blender tempe dan semua bahan di food processor atau bisa juga diuleni dengan tangan asal tempe dan bawang putih sudah dihaluskan
3) Pindahan bahan baso ke wadah dan panaskan air
4) Ambil sedikit adonan dan bulatkan dengan tangan dan masukan ke air mendidih, ulangi sampai adonan habis
5) Bila sudah mengapung lalu tiriskan baso, kebetulan saya pingin baso goreng jadilah baso tempenya saya goreng :) dan disantap dengan saus cabe",5,11
2849,baso ikan toman,ikan,"daging fillet ikan toman , tepung tapioka , peres garam , lada , putih telur , bawang putih , gls air es",7,"1) Haluskan ikan, bawang putih dan air dalam blender
2) Campur daging ikan yang sudah halus dengan tepung, garam dan lada. Jika ingin ditambah daun seledri boleh.
3) Setelah tercampur rata, bulatkan dengan tangan dan masukkan ke dalam panci berisi air mendidih/kaldu
4) Masak hingga baso mengapung",4,11
2850,telur bebek sambal mercon,telur,"telur bebek rebus kupas kulitnya , cabe rawit , tomat , bawang merah , bawang putih , garam , minyak goreng kelapa menumis bumbu",7,"1) Blender smua bumbu2 sampai halus dgn dikasih air sedikit
2) Setelah itu tumis bumbu yg sudah dihaluskan tadi dan kemudian masukkan telur bebek rebus dan kasih garam
3) Koreksi rasa kalau sudah oke biarkan sebentar kira2 5 menit supaya bumbunya meresap
4) Tara sudah siap dinikmati",4,11
2860,fusilli telur orek,telur,"fusilli sdh direbus , saos bolognese , telur kocok lepas , minyak utk menumis , bumbu , bawang putih cincang , bawang bombai",7,"1) Tumis bumbu...hingga harum dan matang...tuang kocokan telur sambil diorek...
2) Masukkan fusilli rebus...aduk2...tambahkan saos bolognese...aduk hingga merata...angkat, sajikan...",2,11
2876,balado udang,udang,"udang jerbung , cabe merah , cabe rawit merah , bawang merah , gula garam , minyak goreng",6,"1) Bersihkan udang: buang kepala, belah punggung, buang urat hitam sisakan buntut setelah bersih beri garam 1/2 sdt diamkan 15 menit
2) Blender : cabe merah + cabe rawit + air sedikit
3) Goreng udang terlebih dahulu, matang dan sisihkan
4) Panaskan minyak untuk menggoreng cabe masak hingga matang (biasa nya sambal goreng ini saya stok di kulkas dalam kemasan plastik seperempat beberapa dan keluarkan seperlu nya)
5) Masukan minyak secukup nya: Tumis bawang sampai layu, masukan sambal dan udang yang telah di goreng, tambahkan garam gula secukup nya dan aduk kurang lebih 2 menit hinggal sambal meresap.",5,11
2883,sate penggorengan,kambing,"daging kambing tampa tulang , kecap udang sari manis , jeruk limau , cabe rawit jawa , mentega , air",6,"1) Potong daging bentuk dadu rebus di penggorengan dng api lilin sampai matang. Kekenyalan daging tergantung selera,air rebusannya sedikit demi sedikit y
2) Kalau dirasa sudah cukup empuk terus rebus sampai air berkurang nyaris habis kemudian tambahkan mentega
3) Aduk terus sampai mentega meresap, matikan kompor
4) Dalam mangkok masukkan kecap(bila kecapnya manis tambahkan garam sedikit,aduk)irisan cabai rawit dan perasan jeruk limau. Aduk semua bahan masukkan daging.tunggu smpai merasap.siap dihidangkan",4,11
2892,pastel mini isi abon sapi,sapi,"terigu , garam , gula , masako , margarine  minyak cairkan , air , telur , sebungkus abon sapi , minyak",7,"1) Campur semua bahan aduk sampai kalis diamkan 15menit
2) Bentuk dengan diisi abon seperti gambar
3) Goreng dengan minyak panas, tiriskan",3,11
2902,oseng kacang panjang daging kambing,kambing,"daging kambing , kacang panjang , genggam cabe rawit , bawang putih , bawang merah , kecap manis , garam , gula merah , minyak menumis",9,"1) Rebus terlebih dahulu daging kambing agar tidak alot
2) Cincang bawang merah dan bawang putih
3) Tumis dengan minyak hingga harum
4) Masukan kacang panjang dan daging tambahkan air sedikit tambahkan juga garam dan gula secukupnya,,,",4,11
2907,oseng kulit ayam debm ,ayam,"kulit ayam , bawang bombai , kecap tropicana slim , lada , garam , oregano",4,"1) Panaskan teflon,masukan kulit ayam lalu oseng2 sampai keluar minyaknya.bumbui dgn garam, lada, oregano dan kecap.lalu masukan bawang bombai.masak sampai semua matang dan bumbu meresap.tiriskan dari sisa minyak.karna minyak yg d hasilkan dari kulit ayam cukup banyak.",1,11
2908,oseng cucut cabe gendot,ikan,"asin cucut rendam dgn air panas sebentar , cabe gendot potong , tomat potong , bawang merah halus , bawang putih halus , daun salam , laos , gula merah , garam , kaldu jamur , air matang",10,"1) Tiriskan asin cucut lalu goreng hingga matang sisihkan dulu.
2) Tumis bawang merah+bawang putih hingga harum+tomat aduk2+air matang secukupnya+daun salam+laos+asin cucut+cabe gendot masak hingga matang.
3) Kecilkan apinya+garam(jika asin cucutnya masih terasa asin kurangi/batasi pemakaian garamnya)+gula merah dan kaldu jamur secukupnya masak2 sebentar lalu angkat.
4) Sajikan.",4,11
2917,tempe goreng,tempe,"tepung terigu , papan tempe , batang daun bawang , bumbu ulek , bawang putih , garam , penyedap masako , minyak goreng",7,"1) Potong2 daun bawang,potong tempe sesuai selera
2) Campur tepung terigu, bumbu, daun bawang aduk jadi satu
3) Panaskan minyak goreng, goreng tempe sampe kekuningan angkat,,,, jd deh",3,11
2918,telur dadar bayam bekal anak,telur,"telur kocok lepas , sosis potong potong , keju batang potong potong , bayam kasar , kaldu jamur diganti gula garam , susu cair vanilla , butter margarin",7,"1) Campur semua bahan jadi satu, kocok rata. Masak di atas wajan anti lengket yang sudah diberi margarin. Masak sampai matang dan dipotong sesuai selera.",1,11
2919,tempe telur tepung,telur,"papan tempe , telur , batang daun bawang , lada garam penyedap , tepung terigu , minyak goreng",6,"1) Kukus tempe 15 menit setelah itu potong balok
2) Campur telur garam lada n penyedap dan daun bawang aduk rata tuang tepung terigu aduk
3) Balur tempe ke adonan. Telur goreng sampai kecoklatan angkat tiriskan
4) Sajikan dengan bon cabe atau saos sambal",4,11
2920,goreng asem iga sapi,sapi,"iga sapi , bawang bombai , bawang putih , cabe rawit merah jablay , jahe , daun bawang , tomat hijau , bawang goreng",8,"1) Rebus Daging Iga Hingga Empuk, Tiriskan
2) Tumis Bawang Bombay, Bawang Putih, Cabe Jablay, Jahe, Hingga Harum
3) Masukkan Daging iga sapi yg sudah di tiriskan td, tambahkan air sedikit..
4) Tambahkan tomat hijau, daun bawang, gula, garam dan royco sapi.. Biarkan hingga mendidih dan bumbu meresap..
5) Tambahkan Bawang goreng dan siap dihidangkan...",5,11
2922,gimbal udang,udang,"udang , tepung beras , air , bumbu halus , bj bawang putih , tumbar , jinten , garam , motto",9,"1) Campurkan udang, tepung beras, air dan bumbu halus jd satu (NB: jangan terlalu kental jangan terlalu encer)
2) Panaskan minyak dan goreng (tips: jika pengen tipis garing kriuk pakai wajan yang cekung lalu goreng dengan menaruh di pinggir sehingga kriuknya dapet dan empuk)",2,11
2928,balado ikan cue tongkol,ikan,"potong ikan cue tongkol , garam , gula , bumbu halus , bawang merah , bawang putih , cabe merah , cabe merah keriting kalo suka pedes",8,"1) Siapkan semua bahan. Goreng Ikan Cue Tongkol hingga setengah kecoklatan/hampir matang. Haluskan bumbu (saya diulek).
2) Panaskan wajan yang berisi minyak. Tumis setengah matang cabe yang sudah dihaluskan lalu tambahkan gula dan garam secukupnya
3) Jika sudah pas masukan ikan yg sudah digoreng tadi aduk rata sampai bumbu meresap dan matang deh ikannya.",3,11
2931,gorengan tempe oncom super simple,tempe,"papan tempe , kotak oncom , batang daun bawang , tepung terigu , cabe rawit , garam , kaldu , merica , ketumbar",6,"1) Iris tempe dan oncom sesuai selera.
2) Siapkan wadah masukan tepung terigu, beri secukupnya air, garam, kaldu, merica, ketumbar,dan daun bawang yang sudah di potong-potong, lalu aduk-aduk sampai merata.
3) Panaskan wajan, jika sudah panas banget (untuk menghasilkan kriuknya),masukan tempe dan oncom yang sudah dicampur ke adonan terigu,jika sudah matang berwarna kuning keemasan. Angkat dan tiriskan. Santap dengan gigitan cabe rawit. Selamat mencoba. :)",3,11
2932,telor dadar kecap,telur,"telor , kecap manis , kaldu bubuk",3,"1) Pecahkan telor kedalam mangkok, campurkan dengan kecap n kaldu bubuk aduk rata
2) Panaskan minyak lalu goreng telor hingga matang angkat n tiriskan
3) Siap disajikan
4) Selamat mencoba",4,11
2934,ikan kembung bakar bumbu sederhana,ikan,"ikan kembung , bumbu halus , bawang putih , merica , kunyit , jahe , terasi , tomat , gula , penyedap",10,"1) Cuci - bersihkan ikan, kerat2
2) Lumuri dengan bumbu yang sudah dihaluskan tambahkan minyak goreng secukupnya
3) Panggang sampai matang sambil diolesi sisa bumbu",3,11
2941,sop baso sapi sarapan,sapi,"sayuran sop , baso sapi , bawang putih , bawang merah , kaldu sahcet",5,"1) Masak air mndidih masukan bawang putih dan bawang merah
2) Setelh mndidih masukan bakso sapi yg sdah di potong"" sesuai selera
3) Terakhir masukan sayuran wortel dn kentang trlebih dahulu
4) Lalu masukn buncis dn kol serta daun bawang sledri
5) Beri penyedap, angkat n siap di sajilan",5,11
2946,tempe bawang cabe garam,tempe,"papan tempe , bawang putih , cabe rawit merah , daun bawang , garam , minyak menumis , tepung terigu",7,"1) Potong dadu tempe, kemudian goreng dengan tepung terigu (tepungnya basah). Tiriskan.
2) Tumis bawang putih dengan api kecil sampai agak kecoklatan (jangan ditinggal,harus diliatin krn mudah gosong). Ketika sudah agak coklat masukkan irisan cabe rawit dan daun bawang. Lalu tambahkan sejumput garam. Aduk2, masukan tempe. Aduk2 sebentar.",2,11
2952,sop ayam kembang tahu,ayam,"ayam potong , kulit kembang tahu rendam , potong , wortel kupas potong , sejumput ebi , bawang putih cincang , air , kecap asin , kaldu ayam , lada  garam , minyak",10,"1) Rebus ayam dan wortel beri sdkit garam tunggu sampe mateng& empuk.
2) Sambil menunggu tumis bawang putih & ebi hingga harum kekuningan. Sisihkan
3) Jika ayam sdh empuk masukan kulit tahu,kaldu ayam, kecap asin, lada (tes rasa jika kurang asin tambahkan garam) aduk sbntar lalu masukan bawang putih&ebi yg sdh di tumis aduk. Siap & sajikan hangat2
4) Mantapppps",4,11
2954,steamed egg spicy,telur,"telur ayam , keju cheddar me kraft , parut , bon cabe me level , santan kental , air",5,"1) Kocok telur, bon cabe dan santan kental, asal tercampur rata aja
2) Masukkan keju parut, kocok kembali sampai keju agak hancur, kemudian tambah air sambil diaduk2 pelan-pelan, supaya tidak banyak gelembung/berbuih
3) Panaskan panci kukusan, masukkan adonan telur ke dalam cetakan, kukus 10 menit, jangan lupa alas kain pada tutup panci, siap disajikan",3,11
2956,pepes tongkol suroboyo an,ikan,"ikan tongkol , bawang merah , bawang putih , tomat , cabe rawit pedas monggo , kemiri , kunyit , jahe , kemangi , penyedap garam gula",10,"1) Goreng sebentar bawang merah,bawang putih,kemiri,cabe,tomat,kunyit dan jahe.
2) Haluskan semua dengan ulekan tambahi kemangi serta gula dan garam,tes rasa kemudian bungkus ikannya.
3) Kukus selama 20-30 menit kemudian bakar sebentar diatas kompor agar aromanya keluar",3,11
2958,pepes otak kambing ala bekasam kalimantan,kambing,"otak kambing , centong nasi , cabe rawit  cabe merah , blender , bawang merah , tipis , tomat , belah , serai , geprek , daun salam , gula pasir , garam , daun pisang",10,"1) Campur otak dg nasi&bumbu,aduk rata simpan diatas daun pisang.Gulung bungkus kemudian pepes hingga mateng.
2) Siap dsajikan.",2,11
2963,udang aglio e olio,udang,"udang kupas , pasta rebus , bumbu italian herb bubuk cabe , butter olive oil , bawang putih cincang , garam",6,"1) Tumis bawang putih dengan butter sampai harum dengan api kecil.
2) Setelah bawang putih wangi masukkan udang + garam dan italian herb atau bubuk cabe. Tumis sampai matang lalu masukkan pasta yang sudah direbus tadi. Jadi deh",2,11
2966,tahu crispy simple,tahu,"tahu putih kuning kotak , tepung crispy sajiku , bawang putih haluskan , air , lada , masako",6,"1) Potong tahu kecil2 dadu, lalu ambil wadah haluskan bawang putih ambil air rendam tahu yang telah di potong tadi sekitar 10 menit sampai meresap.
2) Ambil wadah lain, masukkan tepung terigu, secukupnya lada dan sedikit masako (ini optional) kalo udh merasa asin gakusah, tambahkan air secukupnya jangan terlalu encer nanti malahan tidak crispy.
3) Aduk semua bahan, angkat tahu yang telah di rendam. Campurkan ke dalam tahu, aduk2. goreng tahu 1-1 jangan sekaligus nanti menempel.
4) Setelah berwarna kecoklatan, angkat tahu masukkan kedalam tempat (kalau saya kasih kertas dulu biar minyaknya berkurang). Tahu siap disajikan! Makan dengan saus/mayo/boncabe hmm enak",4,11
2976,telur dadar minimalis sederhana,telur,"telur , daun bawang , bawang merah goreng , garam , merica , kaldu bubuk , minyak goreng",7,"1) Kocok telur, masukkan daun bawang dan bawang goreng, tambahkan garam, merica, dan kaldu bubuk lalu goreng hingga matang. Angkat dan sajikan.",1,11
2980,udang saos pedas,udang,"udang , kupas kulitnya , sisihkan , bawang merah , tipis , bawang putih , tipis , jahe , batang korek api , batang daun bawang , saos pedas , saos tiram , garam , gula pasir , minyak menumis",10,"1) Panaskan minyak, tumis irisan bawang merah dan bawang putih hingga harum. Kemudian masukkan irisan jahe dan daun bawang, tumis kembali hingga layu
2) Kemudian tambahkan saos pedas dan saos tiram. Tumis kembali, kemudian masukkan udang. Tumis hingga udang berubah warna dan bumbu sedikit meresap. Hidangkan",2,11
2982,lidah sapi cabe ijo,sapi,"lidah sapi , rebus sampe empuk , potong dadu , cabe ijo , bawang merah , bawang putih , bawang bombai , daun salam , tomat , minyak , air , garam , lada  gula",10,"1) Tumis bumbu yg sudah diiris sampe harum.
2) Masukan air secukupnya, masukan garam, gula, lada dan lidah sapi, biarkan sampai mendidih.
3) Tes rasa, dan siap dinikmati",3,11
2989,bakso ikan tongkol,ikan,"ikan tongkol ambil dagingnya , telur ayam , bumbu halus , bawang putih , garam , merica bubuk , kaldu jamur , kering , tepung tapioka , tepung terigu",10,"1) Rebus air sampai mendidih. Sambil mnunggu air mendidih Blender ikan,telur bersama bumbu halus.
2) Pindahkan adonan ke wadah tambahkan bahan kering aduk rata.
3) Bulatkan seperti membuat Bakso masukkan kedalam air yg telah mendidih td(api mati) lakukan sampai hbs. Nyalakan kompor tiriskan jika Bakso sudah mengambang.",3,11
2990,bakso ayam sayur debm,ayam,"ayam fillet , telur , plain , sayur , wortel , buncis , sawi putih , garam  royco",6,"1) Chopper /blender daging ayam & sayur hingga halus. masukkan telur & agar2.aduk rata. masukkan garam & royco. koreksi rasa.
2) Panaskan air dalam panci. tunggu mendidih lalu bulat2kan adonan bakso. jika sdh mengambang, angkat tiriskan.",2,11
2991,telur dibali pake cecek,telur,"telur ayam , cecek , cabe merah , bawang putih digoreng , bawang merah , bawang bombai , kelingking , kencur , jahe , laos lengkuas , tomat",8,"1) Telur direbus sampai matang,cecek direbus sebentar,lalu cuci sampai bersih potong kecil2
2) Haluskan semua bumbu kecuali bawang bombay
3) Lalu ditumis sampai harum beserta bawang bombay
4) Setelah itu masukan telur,dan cecek masak sampai bumbu meresap.
5) Setelah itu siap disajikan..",5,11
2995,udang saos inggris,udang,"udang , bawang putih , cincang , bawang bombai , tipis memanjang , saos tiram , saos inggris , kecap manis , gulgar merica",7,"1) Udang ditumis sampai setengah matang, kemudian sisihkan
2) Panaskan sedikit minyak kemudian tumis bawang putih dan bawang bombay
3) Tambahkan saos tiram, saos inggris dan kecap manis. Bole ditambah sedikit air. Tambahkan gulgar merica kemudian koreksi rasa
4) Setelah itu masukkan udang.
5) Siap dinikmati",5,11
2996,udang saos balado,udang,"udang goreng , cabe keriting dikukus , bawang merah , bawang putih , kecap asin , saos tiram , saos tomat , air putih , garam , minyak goreng said",10,"1) Goreng udang terlebih dahulu sampai berubah warna, lalu sisihkan.
2) Ulek atau cincang kasar bawang merah, bawang putih lalu sisihkan.
3) Ulek atau cincang kasar cabe keriting, lalu sisihkan.
4) Tumis bawang merah dan bawang, jika sudah harum dan berubah warna masukan cabe keriting, aduk hingga tercampur rata. Lalu masukan air putih, saos tomat, saos tiram, kecap asin, koreksi rasa jika belum asin masukan garam.
5) Jika bumbu sudsh mengental, lalu masukan udang. Aduk aduk hingga tercampur rata. Proses ini kisaran 2-3 menitan. Jika sudsh meresap, matikan api, angkat dan sajikan.",5,11
2997,ayam goreng bumbu kuning ala fe,ayam,"ayam , bawang putih , kunyit kupas , biji ketumbar , daun salam , garam , air , minyak goreng ayam",8,"1) Ulek halus semua bumbu lalu tumis dengan sedikit minyak & daun salam diremas hingga harum.
2) Masukkan ayam aduk-aduk lalu beri air. Ungkep dengan api kecil hingga air hampir habis & bumbu meresap. Koreksi rasa.
3) Jika air sudah tinggal sedikit, matikan api. Angkat & dinginkan. Siap digoreng.
4) Goreng ayam hingga matang.
5) Siap disajikan dengan sambel lalap.",5,11
3000,sayur bayem tahu,tahu,"bayem segar , tahu kuning , royko sapi , gula putih , sejuput garam , air , bawang merah , bawang putih , tomat",9,"1) Ambil daun bayam dan batangnya yg muda lalu
2) Potong"" tahu (sesui selera)
3) Bawang merah,bawang putih dan tomat di iris lalu d tumis hingga layu masukan air secukupnya Beri royko garam dan gula
4) Masukan bayamnya dan tahu bersamaan masak hingga matang....selesai sajikan selagi hangat",4,11
3002,udang asam manis simple,udang,"udang dikupas , bawang putih digeprek , bawang bombai , merica bubuk , saos tomat , saos tiram , kecap asin , gula pasir , tomat , air",10,"1) Tumis bawang bombay yg sudah diiris2 dan bawang putih sampai harum dengan sedikit minyak.
2) Masukkan udang yg sudah dikupas lalu tambahkan merica bubuk.
3) Setelah udang berubah warna masukkan air secukupnya lalu tambahkan saos tomat, saos tiram, kecap asin juga gula.
4) Biarkan smp mendidih (bisa ditambahkan tep maizena untuk mengentalkan kuah), lalu tes rasa dan masukkan tomat yg sudah dipotong2, biarkan agak layu lalu angkat dan sajikan.",4,11
3003,bakso asa ayam kampung sapi mpasianak,sapi,"daging ayam kampung giling , daging sapi giling , bawang putih , air es dingin , sejumput coarse seasalt , tepung kentang , air merebus baso",7,"1) Haluskan daging sapi giling + bawang putih + coarse seasalt dengan chopper / blender, berikan air es untuk membantu memudahkan proses, ketika sudah halus/ hampir halus, masukan juga daging ayam kampung giling, pastikan semua tercampur merata.
2) Letakan adonan kedalam wadah, lalu tambahkan tepung kentang (jika tak ada boleh gunakan tepung maizena / tapioka / sagu, fungsinya hanya untuk merekatkan si adonan)
3) Panaskan air, lalu sambil menunggu air mendidih, gunakan bantuan 2 sendok untuk membulatkan adonan, masukan adonan kedalam air mendidih, lalukan sampai adonan habis dan matikan api ketika baso Asa sudah mengampung semua (tanda nya sudah matang).
4) Bisa langsung digunakan untuk dimasak lagi sebagai menu makan anak bayi
5) Sisanya bisa disimpan dan letakan di freezer, pisahkan dengan kuah sisa rebusannya (sebagai kaldu alami saat nanti kembali menggunakan si baso nya)",5,11
3005,kaldu daging sapi home made,sapi,"daging sapi , air , bawang bombai kasar , jahe , balmer geprek , balput geprek , wortel potong kasar , daun salam , daun bawang , pala",10,"1) Cuci bersih semua bahan.. potong2 daging lalu masak dg air. gunakan api kecil y bun
2) Masukan sisa bahan, aduk. masak hingga daging sangat empuk
3) Setelah daging sudah empuk, ambil air kaldu, masukan ke botol kaca sesuai ukuran. (dari 1,5 L air, hanya dapet 400 ml kaldu )
4) Daging yg sudah empuk, bs di blend sampai hancur unt tambahan mpasi. (saya dpt 11 kantong kecil)",4,11
3012,tempe lado kekinian,tempe,"papan tempe daun , tepung bumbu saji , penyedap , air , daun bawang , bumbu cabai , cabai rawit hijau , cabai rawit jablay , bawang merah , bawang putih",10,"1) Potong tempe agak tebal,buat kantong ditengahnya..sisihkan..
2) Tumis semua bumbu cabai, hingga harum, setelah matang kasih penyedap rasa n sedikit gula..sisihkan..
3) Buat adonan bumbu tepung siap saji,tambahkan air secukupnya,tambahkan irisan daun bawang..sisihkan
4) Masukan sambal yg telah dibuat ke dalam kantung tempe, balurkan seluruh permukaan tempe dengan adonan tepung yg telah disiapkan, goreng dengan minyak panas, tiriskan dan sajikan selagi hangat..",4,11
3017,tumis jamur bakso sapi,sapi,"bakso sapi potong tipis , jamur kancing slera , bawang putih , bawang merah , cabe rawit , daun bawang , tomat , gula garam , kecap manis , saus tiram",10,"1) Cuci bersih smua bumbu..iris2...
2) Cuci bersih jamur..iris2..bakso sapi iris tipis
3) Nyalakan api sedang..tumis bumbu sampai harum...
4) Masukkan bakso sapi iris aduk2..kmudian masukkan jamur..aduk rata..beri gula garam..sdikit air..tggu sampai matang..beri kecap manis..saus tiram..
5) Stelah matang angkat sajikan...",5,11
3018,tumis sosis ikan tuna dg saus tiram,ikan,"sosis ikan tuna potong , bawang putih kupas n , lembuttttt , bawang bombai kupas n , kasar , batang daun bawang warna hijau , n , saus tiram , kecap ikan , kecap asin , maizena larutkan dg air , garam halus , gula pasir",10,"1) Tumis Bawang Putih, Bawang Bombay n Daun Bawang Dengan Minyak Goreng n Minyak Wijen Secukupnya, Tumis Hingga Harum n Layu, Setelah Itu Tambahkan Sosis Tumis Lagi Hingga Sosis Matang, Setelah Itu Tambahkan Juga Saus Tiram, Kecap Ikan n Kecap Asin Juga Maizena Yang Sudah Di Larutkan Dengan Air, Biarkan Dulu Hingga Mendidih n Terakhir Tambahkan Garam n Gula Pasir Secukupnya,Koreksi Rasa... Jika Sudah Pas, Matikan Kompor...
2) Ayam Goreng n Tahu Ungkep Yang Sudah Di Goreng Juga Mendoan,Di Tambah Tumis Sosis Ikan Tuna Dengan Saus Tiram,,, Buat Makan Malam, Bikin Yang Simpel...
3) Favorit My Little Angel...",3,11
3021,orak arik telor super pedas,telur,"telor , bawang merah , batang daun bawang , bawang putih , garam , motto , kaldu bubuk , cabe keriting , cabe setan",9,"1) Haluskan cabe, bawang merah, bawang putih, berikan garam, motto n kaldu bubuk secukupnya
2) Campurkan telor kedalam bumbu n irisan daun bawang
3) Panaskan minyak, jika sudah panas masukkan telor n hancurkan
4) Setelah matang angkat kedalam piring
5) Selamat mencoba",5,11
