foodId;Title;Category;Ingredients;Total_Ingredients;Steps;Total_Steps;Loves
1988;ikan sarden bawang bombay;ikan;"[(""kaleng ikan sarden pake merek gaga"", ""1 kaleng""), (""bawang bombai tipis"", ""1/2 buah""), (""tomat potong dadu"", ""1 buah""), (""bawang merah tipis"", ""3 siung""), (""cabe merah potong serong"", ""3 buah""), (""gula pasir garam"", ""Secukupnya""), (""minyak goreng air"", ""Secukupnya"")]";7;"1) Panaskan minyak tumis bawang merah dan bawang bombay hgg harum.masukkan cabe dan tomat tumis hgg layu lalu masukkan ikan sarden dan sdkt air aduk rata.
2) Tmbhkn gula dan garam sesuai selera lalu koreksi rasa.
3) Ikan sarden bawang bombay ala Jenny.L kitchen siap disajikan.";3;16
1990;tahu sarden ekstra pedas;tahu;"[(""tahu putih"", ""1 kotak""), (""potong goreng berkulit"", ""[deskripsi]""), (""kaleng sarden ekstra pedas"", ""1 kaleng""), (""cabe ijo"", ""5 buah""), (""tomat"", ""1 buah""), (""potong"", ""[deskripsi]""), (""bawang putih"", ""2 siung""), (""bawang bombai"", ""1/4 buah""), (""lada"", ""1/4 sdt""), (""saos sambal"", ""1 sdm"")]";8;"1) Panaskan minyak, tumis bawang putih dan bawang bombay hingga harum dan berubah warna, masukkan sarden dan saosnya
2) Masukkan cabe iris, tomat iris, lada bubuk, dan saos sambal., aduk rata
3) Masukkan tahu goreng, masak hingga meresap
4) Angkat dan sajikan";4;16
1993;cookies tempe;tempe;"[(""tepung terigu"", ""200 gram""), (""susu bubuk"", ""2 sdm""), (""munjung coklat bubuk"", ""2 sdm""), (""gula halus"", ""100 gram""), (""kuning telur"", ""1 butir""), (""butter"", ""150 gram""), (""tempe"", ""50 gram""), (""parut parutan keju"", ""[deskripsi]""), (""wijen"", ""Secukupnya"")]";8;"1) Dalam 1 wadah, campur semua bahan diatas jadi satu, remas2, adonan terasa kering dan berbutir2, tapi jangan menambahkan bahan apapun diluar resep, karena adonan masih bisa di handle hingga kalis.
2) Uleni adonan hingga kalis, dan semua bahan ‘ngeblend’ jadi satu sempurna, lalu cetak sesuai selera.
3) Susun adonan yang sudah dicetak diatas loyang, beri jarak yaa, lalu taburi dengan wijen.
4) Panggang di oven yang sudah dipanaskan sebelumnya di suhu 160°, panggang selama kurang lebih 20-25 menitan, angkat, biarkan dingin.
5) Tunggu sampe benar2 dingin, baru masuk toples yaa, supaya ga bau tengik.";5;16
1995;sop ayam simpel;ayam;"[(""ayam"", ""1/4 ekor""), (""wortel potong"", ""1 buah""), (""brokoli hijau potong"", ""1/2 bonggol""), (""bawang putih"", ""2 siung""), (""bawang bombai"", ""1/4 buah""), (""margarin"", ""1 sdm""), (""gula garam"", ""Secukupnya""), (""ladaku"", ""1/4 sdt""), (""masako"", ""1/2 sdt""), (""air"", ""600 ml"")]";8;"1) Rendam wortel dan brokoli hijau dengan air panas lalu rebus ayam yg sudah di potong hingga matang biarkan mendidih sebentar
2) Tumis bawang putih dan bawang bombay dengan margarin sampai berubah warna agak kecoklatan, masukkan ke rebusan ayam berserta wortel dan brokoli hijau
3) Tambahkan sedikit air lagi, biarkan mendidih jika wortel sudah matang masukkan Gula Garam ladaku dan masako secukupnya
4) Test rasa, sajikan";4;16
1998;telur rebus goreng asam pedas manis;telur;"[(""butit telur ayam"", ""5 butir""), (""rebus matang goreng"", ""[deskripsi]""), (""tomat"", ""1 buah""), (""biji cabe merah"", ""7 buah""), (""biji cabe keriting"", ""5 buah""), (""bawang putih"", ""2 siung""), (""daun salam"", ""1 lembar""), (""lengkuas"", ""2 cm""), (""gula merah"", ""1 sdm""), (""garam penyedap"", ""Secukupnya"")]";9;"1) Blender halus bumbu bawang putih, tomat, cabe dan gula merah.
2) Tumis bumbu halus. Tambahkan daun salam dan lengkuas.
3) Masak hingga matang, kemudian tambahkan telur yang sudah di goreng.
4) Koreksi rasa.";4;16
2000;nugget udang;udang;"[(""udang"", ""150 gram""), (""wortel"", ""1 buah""), (""keju cheddar"", ""50 gram""), (""roti tawar"", ""2 lembar""), (""bawang putih"", ""2 siung""), (""bawang merah"", ""3 siung""), (""telur unt adonan"", ""1 butir""), (""unt pencelup"", ""1 butir""), (""tepung roti"", ""100 gram""), (""margarin olesan loyang"", ""1 sdt""), (""garam"", ""1/2 sdt""), (""gula"", ""1/4 sdt""), (""penyedap"", ""1/2 sdt"")]";10;"1) Campur semua bahan menjadi 1.saya pakai food processor
2) Setelah tercampur rata, panaskan kukusan.olesi loyang dengan mentega. Masukkan adonan yg sudah di haluskan.
3) Kukus hingga matang +/- 15-20 menit. Setelah matang, keluarkan dari kukusan dan biarkan hingga dingin.
4) Setelah dingin, potong2. Celupkan ke telur yg sudah di kocok, dan balurkan ke tepung roti.
5) Siap disajikan. Bisa langsung di goreng. Gorengnya dengan api sedang aja. Atau di simpan di freezer..";5;16
2003;telur goreng kucai;telur;"[(""ikan kucai potong halus"", ""1 ikat""), (""telur ayam"", ""3 butir""), (""daun bawang potong halus"", ""1 batang""), (""bawang merah potong halus"", ""2 siung""), (""bawang putih potong halus"", ""1 siung""), (""lada"", ""1/4 sdt""), (""gula garam"", ""Secukupnya"")]";6;"1) Kocok telur beserta semua bahan lainnya, koreksi rasa.
2) Goreng telur dengan sedikit minyak, sampai 1 sisi sudah menguning baru di balik... simple dan wangi banget hehehe";2;16
2008;telur dadar tepung boncabe;telur;"[(""tepung"", ""3 sdm""), (""air"", ""5 sdm""), (""telur"", ""2 butir""), (""masako"", ""1/2 sdt""), (""boncabe pedas"", ""1 sdm""), (""minyak"", ""Secukupnya"")]";6;"1) Siapkan mangkok masukkan air dan tepung terigu,aduk rata lalu tambahkan masako dan boncabe.
2) Ratakan semua tercampur baru pecahkan telur dan aduk kocok sampai telur tercampur sempurna
3) Goreng dengan minyak jangan terlalu banyak...ratakan jadi 2 xgoreng...lipat potong potong sesuai selera....
4) Selamat mencoba";4;16
2009;telur dadar tomat;telur;"[(""tomat potong kotak"", ""1 buah""), (""cabai merah potong bulat_bulat"", ""2 buah""), (""daun bawang diiris"", ""1 batang""), (""bawang bombai"", ""1/4 buah""), (""kaldu bubuk"", ""1/2 sdt""), (""lada merica bubuk"", ""1/4 sdt""), (""telur ayam"", ""3 butir""), (""garam"", ""1/4 sdt"")]";8;1) Campur semua bahan. Aduk rata. Dadar di teflon. Ini jadi 3 buah dadar. Sajikan.;1;16
2010;tumis wortel buncis udang;udang;"[(""wortel"", ""1 buah""), (""buncis"", ""100 gram""), (""udang"", ""100 gram""), (""bawang putih"", ""2 siung""), (""bawang merah"", ""4 siung""), (""daun salam"", ""1 lembar""), (""lengkuas"", ""2 cm""), (""garam"", ""1/2 sdt""), (""gula"", ""1/2 sdt""), (""kecap manis"", ""1 sdm""), (""saori"", ""1 sdm""), (""air"", ""100 ml""), (""tomat"", ""1/2 buah"")]";10;"1) Potong2 wortel dan buncis sesuai selera lalu cuci bersih
2) Kupas udang dan cuci bersih
3) Iris bawang putih, bawang merah dan tomat lalu tumis bersamaan dengan daun salam dan lengkuas lalu masukan udang (masak dengan api kecil biar ga gosong ) lalu masukan garam, gula, kecap manis dan saori, tumis hingga wangi
4) Masukan buncis dan wortel aduk2 lalu tambahkan air (tunggu sampai mendidih dan sayuran masak)
5) Koreksi rasa lalu siap hidangkan";5;16
2027;udang katsu;udang;"[(""udang segar"", ""250 gram""), (""buang kepala kulit"", ""[deskripsi]""), (""sisakan bag"", ""[deskripsi]""), (""tepung"", ""Secukupnya""), (""tepung panir tepung roti"", ""100 gram""), (""garam"", ""1/2 sdt""), (""lada"", ""1/4 sdt""), (""bawang putih"", ""2 siung""), (""haluskan"", ""[deskripsi]""), (""telur"", ""1 butir""), (""kocok lepas"", ""[deskripsi]""), (""minyak goreng"", ""Secukupnya"")]";8;"1) Cuci bersih udang, bumbui udang dg garam, bawang putih halus dan merica halus, diamkan 15 menit
2) Panaskan minyak, ambil udang, celupkan ke kocokan telur balur tepung bumbu, celupkan lg ke telur dan gulingkan udang ke tepung roti, lakukan sampai udang habis
3) Goreng hingga kecoklatan dg api sedang
4) Angkat dan sajikan dg saus sambal atau mayonaise (sesuai selera)";4;16
2032;tumis jamur hati sapi menu debm ;sapi;"[(""jamur tiram"", ""100 gram""), (""hati sapi rebus"", ""100 gram""), (""bawang putih"", ""2 siung""), (""btg daun bawang"", ""1 batang""), (""tomat"", ""1/2 buah""), (""cabe rawit"", ""5 buah""), (""kaldu bubuk"", ""1/2 sdt""), (""sejumput merica"", ""1/4 sdt""), (""minyak goreng"", ""2 sdm""), (""air"", ""50 ml"")]";10;1) Panaskan minyak lalu tumis bawang putih yg sdh d cincang halus sampe harum lalu masukan irisan daun bawang dan tomat tumis hingga layu lalu masukan potongan hati sapi beri sedikit air tunggu sampai mendidih lalu masukan kaldu bubuk dan merica terakhir masukan jamur tiram aduk rata tunggu sampai jamur layu jgn lupa tes rasa dan tumis jamur & hati sapi siap utk d sajikan;1;16
2049;ayam tempe sambal korek;tempe;"[(""potong ayam ungkep bumbui"", ""1/2 ekor""), (""potong tempe bumbui"", ""1 papan""), (""sambal korek"", ""[tidak disebutkan]""), (""cabai rawit merah cabai setan"", ""20 buah""), (""bawang putih"", ""2 siung""), (""bawang merah"", ""1 siung""), (""garam"", ""1/2 sdt""), (""gula"", ""1/4 sdt""), (""minyak ayamnya"", ""2 sdm""), (""usahakan ayamnya kecebur"", ""[deskripsi]"")]";9;1) Ulek smua bahan sambal,boleh ulek kasar atau halus sesuai keinginan aja,lalu goreng tempe dan ayam,,minyak bekas menggoreng kecerin ke sambal yg tadi di ulek,,angkat tempe dan ayam penyet dengan ulekan tersebut,setelah selesai hidangkan mantap hangat2;1;16
2058;ampal intalu empal telur;telur;"[(""genggam kelapa parut"", ""1 genggam""), (""telur"", ""2 butir""), (""bawang merah"", ""3 siung""), (""cabe merah tdk"", ""[tidak disebutkan]""), (""garam penyedap"", ""1/2 sdt"")]";5;"1) Iris tipis bawang merah dan cabe
2) Campur semua bahan, aduk rata
3) Bentuk bulat tipis, goreng dgn api kecil sampai kuning kecoklatan
4) Nikmat disantap dengan nasi hangat dan kecap manis";4;16
2060;ayam goreng ungkep praktis;ayam;"[(""ayam"", ""1/2 ekor""), (""air merebus ayam"", ""Secukupnya""), (""bumbu halus"", ""[deskripsi]""), (""bawang putih"", ""3 siung""), (""ketumbar"", ""1 sdt""), (""kunyit"", ""2 cm""), (""garam"", ""1 sdt""), (""jahe digeprek"", ""2 cm"")]";8;"1) Masukkan ayam ke dalam panci lalu masukkan bumbu halus + jahe, lalu tambahkan air sampai ayam terendam seluruhnya dan secukupnya garam, test rasa garam supaya klo udah digoreng rasanya pas mantabb. Lalu, Masak sampai air asat.
2) Setelah asat, matikan kompor, goreng ayam dengan minyak banyak. Gorengnya sebentar saja sampai berwarna kecoklatan. Sajikan";2;16
2064;keripik tempe sagu;tempe;"[(""kedelai calon tempe"", ""250 gram""), (""tepung sagu tapioka"", ""50 gram""), (""bumbu"", ""[deskripsi]""), (""bawang putih"", ""3 siung""), (""ketumbar"", ""1 sdt""), (""garam"", ""1 sdt""), (""air"", ""Secukupnya""), (""plastik membungkus tempe"", ""Secukupnya"")]";8;"1) Campur kedua bahan (bakal tempe dan tepung sagu) aduk hingga rata (gunakan spatula/sendok, bisa juga pakai tangan tapi dengan catatan tangan harus benar-benar bersih tanpa terkena air/garam)
2) Setelah tercampur rata, masukkan adonan tempe sagu ke dalam plastik (saya pakai plastik panjang/meteran, ukuran lingkar diameter 5cm). Padatkan adonan, kemudian tali di bagian ujungnya. Jangan lupa plastiknya ditusuk-tusuk pakai tusuk gigi/jarum bersih agar tidak busuk saat fermentasi. Setelah itu gantung selama 2 hari, minimal 35jam.
3) Setelah masa fermentasi 2hari, tempe siap diiris dan digoreng. Tanda sudah siap diiris dan digoreng adalah perhatikan bekas tusukan, jika berwarna titik hitam maka tandanya tempe siap untuk digoreng.
4) Iris tempe tipis-tipis, kemudian siapkan bumbu (bawang putih, ketumbar dan garam yang dihaluskan lalu beri air secukupnya) celupkan irisan tempe sebentar kemudian langsung goreng di minyak panas. (Jangan merendam tempe terlalu lama, cukup dicelup saja karena tepung sagu mudah hancur jika kena air) Goreng tempe hingga tidak berbusa lagi. Kemudian angkat dan tiriskan.
5) Keripik tempe sagu siap disajikan";5;16
2069;cah tahu tauge udang ala mami;udang;"[(""udang jenis ajaa"", ""100 gram""), (""bawang putih"", ""2 siung""), (""cabe merah rawit"", ""5 buah""), (""garam"", ""1/2 sdt""), (""royco"", ""1/2 sdt""), (""tauge"", ""100 gram""), (""brokoli"", ""1/2 bonggol""), (""tahu putih potong kotak"", ""1 kotak""), (""daun bawang"", ""1 batang"")]";9;"1) Potong brokoli setali dicuci bersih lalu direndam dengan garam. Supaya ulat-ulat di dalamnya keluar dan brokoli bersih. Sisihkan
2) Bersihkan udang dr kulitnya lalu kasih perasan jeruk nipis. Agar aroma nya lebih segar dan ada sedikit asam di tumisan nanti dr jeruk nipis
3) Potong tahu kotak dadu sesuai selera besar kecilnya lalu digoreng setengah matang. Sisihkan
4) Cincang bawang putih dan potong serong cabe rawit merah. Tumis bawang putih dengan 1 sdm minyak goreng. Setelah harum dan wangi, masukkan udang nya. Lalu masak hingga kemerahan warnanya. Masukkan cabe rawit, kasih sedikit Royco dan air biar meresap. Setelah itu masukkan tahu dadu yg sudah digoreng. Lalu masukkan bahan-bahan berikutnya seperti Tauge, Brokoli dan 1 sdm irisan Daun Bawang. Aduk hingga rata dan jangan sampai terlalu layu. Selamat mencoba !!";4;16
2076;tahu goreng cabe garam;tahu;"[(""tahu me kuning"", ""1 kotak""), (""cabe"", ""10 buah""), (""bawang putih"", ""2 siung""), (""garam"", ""1/2 sdt""), (""minyak"", ""2 sdm"")]";5;"1) Potong tahu sesuai selera lalu goreng hingga garing angkat dan sisihkan
2) Iris cabe, bawang putih lalu tumis hingga harum beri garam biarkan agak kering tpi jngn gosong ya lalu masukkan tahu aduk beri garam aduk kembali hingga rata matikan api lalu angkat sajikan,";2;16
2086;oseng oseng buncis with daging sapi;sapi;"[(""gengam buncis"", ""1 genggam""), (""daging sapi ungkep"", ""100 gram""), (""bawang merah bawang putih"", ""4 siung""), (""cabe rawit"", ""5 buah""), (""minyak goreng"", ""2 sdm""), (""garam penyedap"", ""Secukupnya"")]";5;"1) Iris bawang merah dan bawang putih serta cabe rawit
2) Iris tipis menyerong buncis dan iris kotak-kotak daging sapi
3) Panaskan minyak goreng, tumis bawang merah dan bawang putih serta cabe rawet hingga harum, kemudian masukan potongan daging sapi, kemudian masukan irisan buncis beri garam dan penyedap rasa oseng-oseng diamkan 30 detik. Angkat dan sajikan";3;16
2096;tumis tahu udang buncis;udang;"[(""udang sisakan ekornya"", ""10 ekor""), (""tahu kotak potong goreng matang"", ""1 kotak""), (""buncis buang ujungnya miring"", ""100 gram""), (""garamsaos tiramladakecap manis"", ""Secukupnya""), (""bumbu"", ""[tidak disebutkan]""), (""bawang merah"", ""3 siung""), (""bawang putih"", ""2 siung"")]";7;"1) Tumis bumbu iris..aduk2 sampai harum masukkan udang
2) Udang matang tambahkan tahu dan buncis kasih garam.. lada.. saos saori dan kecap manis seckpnya..aduk2
3) Tambahkan air seckpnya...aduk2..test rasa..sdh ckp enak..pindahkan ke mangkok saji...tradaa...";3;15
2097;pepesan tongkol;ikan;"[(""ikan tongkol kukus"", ""1 ekor""), (""bawang putih"", ""3 siung""), (""bawang merah"", ""5 siung""), (""cabe keriting"", ""5 buah""), (""cabe rawit"", ""10 buah""), (""tomat"", ""1 buah""), (""kemiri"", ""2 butir""), (""temu kunci"", ""1 cm""), (""asam jawa"", ""1 sdt""), (""daun pisang membungkus"", ""Secukupnya"")]";10;"1) Haluskan semua bumbu, tumis dg sedikit minyak goreng
2) Suir - suir ikan tongkol dan campurkan dg bumbu yg sudah ditumis
3) Ambil satu sendok adonan ikan tongkol dan bungkus dg daun pisang, semat menggunakan tusuk gigi
4) Kukus selama +/- 20 menit hingga daun berubah warna";4;15
2098;bakso sapi goreng;sapi;"[(""daging sapi giling"", ""250 gram""), (""tepung sagu"", ""3 sdm""), (""bawang putih cincang halus"", ""2 siung""), (""bawang merah cincang halus"", ""3 siung""), (""garam"", ""1/2 sdt""), (""gula"", ""1/4 sdt""), (""lada"", ""1/4 sdt""), (""minyak"", ""Secukupnya""), (""air dingin"", ""50 ml"")]";9;"1) Campurkan semua bahan. Uleni.
2) Bentuk bulat dan goreng dengan api kecil selama 15 menit sambil diaduk.
3) Bakso sapi goreng siap dihidangkan ditemani saus sambal. Yummy.";3;15
2100;kambing bakar;kambing;"[(""daging kambing paha tipis"", ""500 gram""), (""bawang putih bubuk"", ""1 sdt""), (""garam"", ""1 sdt""), (""merica"", ""1/2 sdt""), (""ketumbar"", ""1 sdt""), (""bawang bombai"", ""1 buah""), (""sesuka hati"", ""[deskripsi]""), (""daun pepaya membungkus"", ""Secukupnya""), (""minyak butter"", ""2 sdm"")]";6;"1) Iris tipis2 daging kambing, campurkan garam, merica, ketumbar, bawang putih bubuk. Remas2 lalu bungkus dengan daun pepaya simpan dalam kulkas semalam (chiller).
2) Keesokan harinya, panaskan minyak dan butter pakai api kecil lalu masukkan daging kambing (daun pepayanya jgn ikutan) masak sampai matang dan agak sedikit berwarna coklat. Sebelum diangkat masukkan bombay yg sudah dipotong
3) Udah gitu aja, gampil ya... porsinya pas buat keto worrior, kenyang no worry";3;15
2103;perkedel tempe simple;tempe;"[(""tempe"", ""1 papan""), (""tinggal berdua"", ""[tidak disebutkan]""), (""bawang putih"", ""2 siung""), (""garam"", ""1/2 sdt""), (""ketumbar"", ""1/2 sdt""), (""tepung terigu"", ""2 sdm""), (""air"", ""Secukupnya"")]";6;"1) Aku pakai tempe ini 2bungkus. Haluskan tempe, biar lebih mudah kalau diulek bisa dipotong kecil2 dulu.
2) Haluskan Bawang putih, Ketumbar dan beri Garam secukupnya. Lalu beri sedikit Air. Campurkan dg tempe yg sudah dihaluskan. Beri Tepung Terigu sedikit sebagai pengikat adonan saat digoreng.
3) Panaskan minyak dg api sedang. Bentuk adonan tempe menjadi bola2 dan pipihkan, bisa juga dibentuk sesuai selera. Biar ga lengket ditangan, usapkan minyak goreng sedikit saja ke telapak tangan.
4) Setelah minyak panas, masukkan adonan tempe yg sudah dibentuk tadi, goreng hingga kecoklatan. Dan siap dihidangkan. Selamat Menikmati
5) Bahan utama bisa diganti dg yg lain ya, sesuai selera saja. Kalau saya ga pake tempe kadang ya pake tahu, bumbunya sama kok. Atau mau diubah, silahkan sesuai kreasi aja..";5;15
2105;telur dadar sambal kecap;telur;"[(""telur"", ""2 butir""), (""batang daun bawang"", ""1 batang""), (""sambal"", ""[tidak disebutkan]""), (""bawang merah"", ""3 siung""), (""tomat"", ""1/2 buah""), (""potong dadu"", ""[deskripsi]""), (""cabe"", ""5 buah""), (""potong"", ""[deskripsi]""), (""kecap manis"", ""2 sdm"")]";7;"1) Kocok telur dan campurkan irisan daun bawang,lalu masak di pan seperti masak telur seperti biasanya..
2) Sambal: campur semua bahan, tambahkan kecap, aduk2 dan sedikit tekan2..
3) Siap di nikmati pakai nasi hangat";3;15
2107;beef bowl rice bowl ala yoshinoya;kambing;"[(""daging sapi kambing tipis"", ""200 gram""), (""bawang bombai"", ""1 buah""), (""bawang putih"", ""2 siung""), (""kecap asin"", ""2 sdm""), (""palm sugar gula"", ""1 sdm""), (""minyak wijen"", ""1 sdt""), (""butter minyak menumis"", ""1 sdm""), (""air putih"", ""50 ml""), (""beras jepang nasi pulen"", ""Secukupnya"")]";9;"1) Daging diiris tipis, kemudian beri nenas agar empuk (Kalau Sudah dalam bentuk sliced meat belinya tidak perlu)
2) Cincang bawang putih, potong panjang bawang bombay. Panaskan wajan, lelehkan butter, masukkan bawang putih Dan Bombay, oseng hingga wangi
3) Masukkan daging, lalu air separuh, rebus sebentar agar bumbu meresap. Masukkan kecap, gula, minyak wijen, koreksi rasa, (boleh tambah kaldu sapi atau lada hitam). Masak hingga air berkurang. Sajikan di atas Nasi.";3;15
2108;tumis tempe selebor sawi putih ;tempe;"[(""gelondong sawi putih"", ""1 bonggol""), (""papan tempe"", ""1/2 papan""), (""cabai setan ssuai"", ""10 buah""), (""bawang putih"", ""2 siung""), (""bawang merah"", ""4 siung""), (""penyedap"", ""1/2 sdt""), (""garam"", ""1/2 sdt""), (""gusir"", ""[tidak disebutkan]""), (""minyak goreng"", ""2 sdm""), (""air"", ""100 ml""), (""klo suka nyemekkk sdikit kuah"", ""[deskripsi]"")]";10;"1) Cuci bersih Sawi Putih, Iris.iris. Potong dadu Tempe, rajang Cabai. Bawang putih dan Bawang merah
2) Panaskan minyak, tumis Bawang putih dan Bawang merah smpe bau wangi disusul Cabai smpe agk layu, baruuu masukan Tempe aduk rata smpe warna agk berubah, tambahkan sedikit air, masukan Penyedap Rasa, Garam dan Gusir, jika sdh pas masukan Sawi Putih, aduk rata smpe si Sawi layu
3) Check rasa, jika sdh pas Matikan kompor. Sajikannnn bersama Ikan goreng dan Kerupukkk, Endessss
4) Selamat Mencoba. Happy Cooking Bunda";4;15
2109;ayam goreng bumbu kuning;ayam;"[(""potong ayam"", ""1/2 ekor""), (""air"", ""400 ml""), (""minyak goreng"", ""Secukupnya""), (""bumbu halus"", ""[deskripsi]""), (""bawang putih"", ""3 siung""), (""kunyit"", ""2 cm""), (""jahe"", ""1 cm""), (""ketumbar"", ""1 sdt""), (""garam"", ""1 sdt"")]";9;"1) Cuci bersih ayam,masukkan dalam panci,tambahkan bumbu halus dan air. Masak hingga empuk,matang dan bumbu meresap,tiriskan.
2) Goreng dalam minyak panas dan api sedang hingga kuning keemasan,angkat,tiriskan
3) Sajikan";3;15
2112;ayam suwir khas lombok;ayam;"[(""dada ayam fillet"", ""250 gram""), (""rebus suwir"", ""[deskripsi]""), (""daun jeruk"", ""3 lembar""), (""jeruk limau"", ""1 buah""), (""bumbu halus"", ""[deskripsi]""), (""cabe merah keriting"", ""10 buah""), (""cabe rawit merah"", ""10 buah""), (""bawang putih"", ""3 siung""), (""bawang merah"", ""5 siung""), (""terasi"", ""1/2 sdt""), (""gula garam penyedap totole"", ""Secukupnya"")]";10;"1) Tumis bumbu halus masukan daun jeruk tumis hingga matang, kemudian masukan ayam suwir. Bumbui dengan gula garam dan penyedap rasa. Beri sedikit air bilang ingin ""nyemek""
2) Masukan perasan jeruk limau 3 menit sebelum di angkat
3) Koreksi rasa dan sajikan";3;15
2113;tumis kacang panjang tempe pete;tempe;"[(""kacang panjang"", ""1 ikat""), (""potong"", ""[deskripsi]""), (""tempe potong"", ""1/2 papan""), (""panjang panjang"", ""[deskripsi]""), (""pete"", ""1 papan""), (""potong"", ""[deskripsi]""), (""cabe keriting"", ""5 buah""), (""serong"", ""[deskripsi]""), (""cabe rawit merah"", ""5 buah""), (""serong"", ""[deskripsi]""), (""bawang merah"", ""4 siung""), (""tipis"", ""[deskripsi]""), (""bawang putih"", ""2 siung""), (""tipis"", ""[deskripsi]""), (""lengkuas"", ""2 cm""), (""digeprek"", ""[deskripsi]""), (""daun salam"", ""1 lembar""), (""saus tiram"", ""1 sdm""), (""gula pasir minyak goreng"", ""Secukupnya"")]";10;"1) Tumis bawang merah, bawang putih, cabe keriting, cabe rawit merah hingga harum
2) Masukkan daun salam dan lengkuas. Tumis sebentar
3) Masukkan pete, tempe dan kacang panjang. Tumis sebentar
4) Tambahkan saus tiram, gula pasir dan air secukupnya. Aduk hingga rata. Cek rasa";4;15
2114;ca buncis daging sapitelur debm;sapi;"[(""buncis"", ""100 gram""), (""daging sapi giling"", ""100 gram""), (""telur"", ""1 butir""), (""bawang merah"", ""3 siung""), (""bawang putih"", ""2 siung""), (""bawang bombai"", ""1/4 buah""), (""secukup ny penyedap"", ""1/2 sdt""), (""garam"", ""1/4 sdt""), (""saori"", ""1 sdm"")]";7;"1) Siapkan bahan-bahan cincang bawang putih, bawang merah dan bombay, lalu tumis hingga harum
2) Masukan daging aduk2 sampai berubah warna, lalu masukan telur aduk hingga matang
3) Masukan buncis, lalu aduk hingga semua tercampur, masukan penyedap, garam,saori
4) Biarkan beberapa menit hingga buncis matang. angkat lalu sajikan";4;15
2117;tahu aci ala brebes;tahu;"[(""tahu kuning"", ""10 buah""), (""tepung kanji"", ""5 sdm""), (""sdk ampas tahu"", ""2 sdm""), (""bawang putih"", ""2 siung""), (""ketumbar"", ""1/2 sdt""), (""penyedap"", ""1/2 sdt""), (""garam"", ""1/2 sdt""), (""air panas secukup"", ""Secukupnya"")]";8;"1) Tahu kuning potong segi tiga
2) Semua bahan jadi satu di uleni dgn air panas secukup nya
3) Setelah jadi adon,an panas,kan minyak tahu aci siap di goreng....";3;15
2120;udang goreng crispy;udang;"[(""udang"", ""250 gram""), (""jeruk nipis"", ""1/2 buah""), (""garam"", ""1/2 sdt""), (""lada"", ""1/4 sdt""), (""tepung beras"", ""2 sdm""), (""tepung terigu"", ""3 sdm""), (""bawang putih"", ""2 siung"")]";7;"1) Pertama cuci bersih udang lalu berikan perasan jeruk nipis. Supaya tidak amis diamkan slma 5mnt saja
2) Cuci kembali udang. Beri bumbu bawang putih.garam dan lada yg sudah di haluskan
3) Lalu siapkan tepung terigu dan tepung beras campurkan dan masukan udang yang sudah di bumbui..
4) Siapkan minyak.tunggu sampai benar benar panas.. masukan satu persatu udang.
5) Angkat dan tiriskan.udang siap di nikmati...";5;15
2121;scrambled egg;telur;"[(""telur"", ""3 butir""), (""susu uht"", ""50 ml""), (""parutan keju"", ""30 gram""), (""garam penyedap"", ""1/2 sdt""), (""lada merica"", ""1/4 sdt""), (""margarin"", ""1 sdm"")]";6;"1) Pecahkan telur dan masukan ke dalam wadah bersamaan dengan parutan keju & Bumbu. Kocok hingga tercampur rata.
2) Panaskan teflon yang telah diberi margarin untuk menggoreng telur. Masukan telur dan aduk secara perlahan jangan sampai terlalu hancur.
3) Dalam keadaan matang masukan susu cair ke dalam telur yang sedang di masak & aduk perlahan kembali.
4) Koreksi rasa bila diperlukan
5) Jika sudah tercampur rata. Angkat & scrambled egg siap di sajikan.";5;15
2125;jus kurma susu;kambing;"[(""kurma buang bijinya"", ""7 butir""), (""kaleng susu beruang kambing"", ""1 kaleng""), (""air u merendam kurma"", ""Secukupnya""), (""es batu blok"", ""Secukupnya"")]";4;"1) Kurma buang bijinya rendam kurleb 10 jam digelas, air menutup permukaan kurma.
2) Blender halus kurma, susu, es batu, lalu saring.
3) Masukan ke gelas n siap disajikan u menambah tenaga.
4) Kurma n susu beruang...
5) Kurma n susu kambing...";5;15
2127;udang tempura praktis;udang;"[(""udang"", ""200 gram""), (""tepung bumbu"", ""1 bungkus""), (""tepung panir"", ""100 gram""), (""air"", ""Secukupnya""), (""garam"", ""1/4 sdt""), (""lemon"", ""1/2 buah"")]";6;"1) Cuci bersih udang. Buang kepala dan kulitnya. Sisakan ekornya
2) Beri perasan lemon dan taburi garam. Diamkan 19 menit
3) Larutkan tepung bumbu. Masukan udang lalu balurkan ketepung roti
4) Goreng hingga matang lalu tiriskan";4;15
